utt_id,condition,mbr_wer,greedy_wer,n_unique,oracle_in_set
4323-13259-0000,baseline,0.022727,0.0,4,True
4323-13259-0001,baseline,0.0,0.0,5,True
4323-13259-0002,baseline,0.0,0.0,8,True
4323-13259-0003,baseline,0.0,0.0,5,True
4323-13259-0004,baseline,0.461538,0.461538,16,False
4323-13259-0005,baseline,0.022727,0.022727,16,True
4323-13259-0006,baseline,0.0,0.0,4,True
4323-13259-0007,baseline,0.25,0.25,16,False
4323-13259-0008,baseline,0.045455,0.045455,10,True
4323-13259-0009,baseline,0.35,0.35,16,False
4323-13259-0010,baseline,0.114286,0.114286,16,False
4323-13259-0011,baseline,0.3,0.366667,16,False
4323-13259-0012,baseline,0.705882,0.705882,16,False
4323-13259-0013,baseline,0.413793,0.448276,16,False
4323-13259-0014,baseline,0.047619,0.047619,16,False
4323-13259-0015,baseline,0.558824,0.558824,16,False
4323-13259-0016,baseline,0.0,0.0,5,True
4323-13259-0017,baseline,0.0,0.0,4,True
4323-13259-0018,baseline,0.0,0.0,3,True
4323-13259-0019,baseline,0.0,0.0,4,True
4323-13259-0020,baseline,0.1,0.1,16,False
4323-13259-0021,baseline,0.055556,0.055556,16,False
4323-13259-0022,baseline,0.146341,0.146341,16,False
4323-13259-0023,baseline,0.363636,0.363636,16,False
4323-13259-0024,baseline,0.0,0.0,1,True
4323-13259-0025,baseline,0.0,0.1,16,True
4323-13259-0026,baseline,0.0,0.0,1,True
4323-55228-0000,baseline,0.090909,0.090909,16,False
4323-55228-0001,baseline,0.3,0.3,16,False
4323-55228-0002,baseline,0.1875,0.15625,16,False
4323-55228-0003,baseline,0.777778,0.777778,16,False
4323-55228-0004,baseline,0.115385,0.153846,16,False
4323-55228-0005,baseline,0.0,0.0,9,True
4323-55228-0006,baseline,0.4,0.4,16,False
4323-55228-0007,baseline,0.0,0.0,5,True
4323-55228-0008,baseline,0.0,0.066667,16,True
4323-55228-0009,baseline,0.16129,0.16129,16,False
4323-55228-0010,baseline,0.1,0.15,16,False
4323-55228-0011,baseline,0.111111,0.111111,16,True
4323-55228-0012,baseline,0.043478,0.043478,8,False
4323-55228-0013,baseline,0.208333,0.25,16,False
4323-55228-0014,baseline,0.290323,0.354839,16,False
4323-55228-0015,baseline,0.105263,0.052632,16,False
4323-55228-0016,baseline,0.0,0.0,5,True
4323-55228-0017,baseline,0.136364,0.136364,16,False
4323-55228-0018,baseline,0.0,0.2,14,True
4323-55228-0019,baseline,0.25,0.25,16,False
4323-55228-0020,baseline,0.0,0.0,3,True
4323-55228-0021,baseline,0.0,0.2,10,True
4323-55228-0022,baseline,0.153846,0.153846,16,False
4323-55228-0023,baseline,0.0,0.0,1,True
4323-55228-0024,baseline,0.3125,0.3125,16,False
4323-55228-0025,baseline,0.071429,0.071429,12,True
4323-55228-0026,baseline,0.461538,0.461538,16,False
4323-55228-0027,baseline,0.125,0.0625,11,True
4323-55228-0028,baseline,0.0,0.0,9,True
4323-55228-0029,baseline,0.2,0.0,12,True
4323-55228-0030,baseline,0.181818,0.181818,16,False
4323-55228-0031,baseline,0.125,0.125,16,False
4323-55228-0032,baseline,0.111111,0.111111,6,True
4323-55228-0033,baseline,0.181818,0.272727,16,False
4323-55228-0034,baseline,0.0,0.0,1,True
4323-55228-0035,baseline,0.166667,0.166667,16,False
4323-55228-0036,baseline,0.04,0.0,4,True
4323-55228-0037,baseline,0.73913,0.73913,16,False
4323-55228-0038,baseline,0.0,0.0,2,True
4323-55228-0039,baseline,0.0,0.0,2,True
4323-55228-0040,baseline,0.217391,0.217391,16,False
4323-55228-0041,baseline,0.4,0.4,16,False
4323-55228-0042,baseline,0.0,0.0,2,True
4323-55228-0043,baseline,0.0,0.0,3,True
4323-55228-0044,baseline,0.0,0.0,3,True
4323-55228-0045,baseline,0.333333,0.0,4,True
4323-55228-0046,baseline,0.153846,0.153846,16,False
4323-55228-0047,baseline,0.928571,0.928571,16,False
4323-55228-0048,baseline,0.142857,0.142857,16,False
4323-55228-0049,baseline,0.222222,0.222222,16,False
4323-55228-0050,baseline,0.0,0.0,10,True
4323-55228-0051,baseline,0.166667,0.166667,9,False
4323-55228-0052,baseline,0.176471,0.235294,16,False
4323-18416-0000,baseline,0.066667,0.066667,16,False
4323-18416-0001,baseline,1.0,1.0,16,False
4323-18416-0002,baseline,0.0,0.076923,16,True
4323-18416-0003,baseline,0.181818,0.090909,16,True
4323-18416-0004,baseline,0.0,0.0,2,True
4323-18416-0005,baseline,1.0,1.0,16,False
4323-18416-0006,baseline,0.25,0.25,16,False
4323-18416-0007,baseline,0.0,0.0,3,True
4323-18416-0008,baseline,0.3,0.3,16,False
4323-18416-0009,baseline,0.05,0.05,12,True
4323-18416-0010,baseline,0.0,0.0,2,True
4323-18416-0011,baseline,0.162162,0.162162,16,False
4323-18416-0012,baseline,0.0,0.0,1,True
4323-18416-0013,baseline,0.071429,0.0,2,True
4323-18416-0014,baseline,0.133333,0.133333,16,False
4323-18416-0015,baseline,0.095238,0.142857,11,True
4323-18416-0016,baseline,0.058824,0.058824,16,False
4323-18416-0017,baseline,0.166667,0.166667,16,True
4323-18416-0018,baseline,0.076923,0.051282,16,False
4323-18416-0019,baseline,0.9,0.8,16,False
4323-18416-0020,baseline,0.038462,0.038462,16,False
4323-18416-0021,baseline,0.076923,0.076923,16,False
4323-18416-0022,baseline,0.0,0.0,2,True
4323-18416-0023,baseline,0.0,0.0,3,True
4323-18416-0024,baseline,0.578947,0.578947,16,False
4323-18416-0025,baseline,0.0,0.0,2,True
4323-18416-0026,baseline,0.0,0.0,3,True
4323-18416-0027,baseline,0.142857,0.142857,16,False
4323-18416-0028,baseline,0.0,0.0,4,True
4323-18416-0029,baseline,0.0,0.0,1,True
4323-18416-0030,baseline,0.727273,0.727273,16,False
4323-18416-0031,baseline,0.166667,0.166667,16,False
4323-18416-0032,baseline,0.214286,0.214286,16,False
4323-18416-0033,baseline,0.608696,0.608696,16,False
4323-18416-0034,baseline,0.0,0.043478,16,True
2506-11278-0000,baseline,0.285714,0.285714,16,False
2506-11278-0001,baseline,0.130435,0.130435,16,False
2506-11278-0002,baseline,0.058824,0.058824,16,False
2506-11278-0003,baseline,0.833333,0.833333,16,False
2506-11278-0004,baseline,0.444444,0.444444,16,False
2506-11278-0005,baseline,0.157895,0.157895,16,False
2506-11278-0006,baseline,0.533333,0.533333,16,False
2506-11278-0007,baseline,0.0,0.0,7,True
2506-11278-0008,baseline,0.375,0.375,16,False
2506-11278-0009,baseline,0.384615,0.384615,16,False
2506-11278-0010,baseline,0.066667,0.066667,16,True
2506-11278-0011,baseline,0.0,0.05,16,True
2506-11278-0012,baseline,0.785714,0.714286,16,False
2506-11278-0013,baseline,0.125,0.125,16,False
2506-11278-0014,baseline,0.666667,0.666667,16,False
2506-11278-0015,baseline,0.0625,0.0625,15,False
2506-11278-0016,baseline,0.28,0.28,16,False
2506-11278-0017,baseline,0.0,0.0,5,True
2506-11278-0018,baseline,0.277778,0.277778,16,False
2506-11278-0019,baseline,0.263158,0.263158,16,False
2506-11278-0020,baseline,0.75,0.875,16,False
2506-11278-0021,baseline,0.416667,0.416667,16,False
2506-11278-0022,baseline,0.5,0.5,16,False
2506-11278-0023,baseline,0.0,0.0,14,True
2506-11278-0024,baseline,1.0,1.0,16,False
2506-11278-0025,baseline,0.333333,0.333333,16,False
2506-11278-0026,baseline,1.5,1.5,16,False
2506-11278-0027,baseline,0.888889,0.888889,16,False
2506-11278-0028,baseline,0.428571,0.428571,16,False
2506-11278-0029,baseline,0.8,0.8,16,False
2506-11278-0030,baseline,0.4,0.4,16,False
2506-11278-0031,baseline,0.5,0.5,16,False
2506-11278-0032,baseline,0.166667,0.25,16,False
2506-11278-0033,baseline,0.6,0.6,16,False
2506-11278-0034,baseline,0.5625,0.5,16,False
2506-11278-0035,baseline,0.375,0.375,16,False
2506-11267-0000,baseline,0.181818,0.181818,16,False
2506-11267-0001,baseline,0.291667,0.25,16,False
2506-11267-0002,baseline,0.027027,0.081081,16,False
2506-11267-0003,baseline,0.214286,0.214286,16,False
2506-11267-0004,baseline,0.65,0.65,16,False
2506-11267-0005,baseline,0.175,0.2,16,False
2506-11267-0006,baseline,0.0,0.0,6,True
2506-11267-0007,baseline,0.214286,0.285714,16,False
2506-11267-0008,baseline,0.083333,0.083333,16,True
2506-11267-0009,baseline,0.25,0.25,16,False
2506-11267-0010,baseline,0.25,0.3125,16,False
2506-11267-0011,baseline,0.833333,1.0,16,False
2506-11267-0012,baseline,0.625,0.75,16,False
2506-11267-0013,baseline,0.041667,0.083333,16,False
2506-11267-0014,baseline,0.145833,0.166667,16,False
2506-11267-0015,baseline,0.352941,0.352941,16,False
2506-11267-0016,baseline,0.230769,0.076923,16,False
2506-11267-0017,baseline,0.19403,0.19403,16,False
2506-11267-0018,baseline,0.333333,0.5,16,False
2506-13150-0000,baseline,0.136364,0.136364,16,False
2506-13150-0001,baseline,0.388889,0.388889,16,False
2506-13150-0002,baseline,1.0,1.0,16,False
2506-13150-0003,baseline,0.0,0.0,1,True
2506-13150-0004,baseline,0.0,0.0,8,True
2506-13150-0005,baseline,0.4,0.4,13,False
2506-13150-0006,baseline,0.363636,0.272727,16,False
2506-13150-0007,baseline,0.0,0.0,14,True
2506-13150-0008,baseline,0.571429,0.571429,16,False
2506-13150-0009,baseline,0.066667,0.0,5,True
2506-169427-0000,baseline,0.079365,0.111111,16,False
2506-169427-0001,baseline,0.073171,0.073171,16,False
2506-169427-0002,baseline,0.134328,0.134328,16,False
2506-169427-0003,baseline,0.055556,0.055556,16,False
2506-169427-0004,baseline,0.5,0.5,16,False
2506-169427-0005,baseline,0.555556,0.5,16,False
2506-169427-0006,baseline,0.666667,0.666667,16,False
4515-11057-0000,baseline,0.090909,0.090909,16,False
4515-11057-0001,baseline,0.133333,0.133333,16,False
4515-11057-0002,baseline,0.0,0.0625,16,True
4515-11057-0003,baseline,1.0,1.0,16,False
4515-11057-0004,baseline,0.0,0.0,16,True
4515-11057-0005,baseline,0.125,0.0625,16,False
4515-11057-0006,baseline,1.0,1.0,16,False
4515-11057-0007,baseline,0.1,0.1,16,True
4515-11057-0008,baseline,0.2,0.2,16,False
4515-11057-0009,baseline,0.0,0.0,16,True
4515-11057-0010,baseline,0.625,0.625,16,False
4515-11057-0011,baseline,0.0,0.0,1,True
4515-11057-0012,baseline,0.133333,0.133333,16,False
4515-11057-0013,baseline,0.5,0.5,16,False
4515-11057-0014,baseline,0.333333,0.666667,16,False
4515-11057-0015,baseline,0.375,0.375,16,False
4515-11057-0016,baseline,0.0,0.0,4,True
4515-11057-0017,baseline,0.0,0.0,6,True
4515-11057-0018,baseline,0.421053,0.421053,16,False
4515-11057-0019,baseline,0.95,0.95,16,False
4515-11057-0020,baseline,0.0,0.0,4,True
4515-11057-0021,baseline,0.0,0.0,1,True
4515-11057-0022,baseline,0.0,0.0,6,True
4515-11057-0023,baseline,0.045455,0.045455,16,False
4515-11057-0024,baseline,0.0,0.0,1,True
4515-11057-0025,baseline,0.625,0.625,16,False
4515-11057-0026,baseline,0.083333,0.083333,16,False
4515-11057-0027,baseline,0.0,0.0,2,True
4515-11057-0028,baseline,0.0,0.0,1,True
4515-11057-0029,baseline,1.0,1.0,16,False
4515-11057-0030,baseline,0.0,0.1,15,True
4515-11057-0031,baseline,0.545455,0.545455,16,False
4515-11057-0032,baseline,0.333333,0.416667,16,False
4515-11057-0033,baseline,0.25,0.333333,16,False
4515-11057-0034,baseline,0.222222,0.222222,3,True
4515-11057-0035,baseline,0.866667,0.8,16,False
4515-11057-0036,baseline,0.0,0.0625,10,True
4515-11057-0037,baseline,0.636364,0.818182,16,False
4515-11057-0038,baseline,0.236842,0.236842,16,False
4515-11057-0039,baseline,0.0,0.0,5,True
4515-11057-0040,baseline,0.875,0.875,16,False
4515-11057-0041,baseline,0.818182,0.818182,16,False
4515-11057-0042,baseline,0.0,0.0,2,True
4515-11057-0043,baseline,0.0,0.0,3,True
4515-11057-0044,baseline,0.166667,0.166667,16,False
4515-11057-0045,baseline,0.0,0.0,1,True
4515-11057-0046,baseline,0.0,0.0,1,True
4515-11057-0047,baseline,0.1,0.0,16,True
4515-11057-0048,baseline,0.2,0.2,16,False
4515-11057-0049,baseline,0.0,0.0,7,True
4515-11057-0050,baseline,0.5,0.5,16,False
4515-11057-0051,baseline,0.0,0.0,11,True
4515-11057-0052,baseline,0.384615,0.384615,16,False
4515-11057-0053,baseline,2.0,2.0,16,False
4515-11057-0054,baseline,1.0,0.9,16,False
4515-11057-0055,baseline,0.0,0.0,6,True
4515-11057-0056,baseline,0.166667,0.25,16,False
4515-11057-0057,baseline,0.0,0.125,16,True
4515-11057-0058,baseline,0.052632,0.052632,16,False
4515-11057-0059,baseline,0.833333,0.833333,16,False
4515-11057-0060,baseline,0.066667,0.066667,16,False
4515-11057-0061,baseline,0.545455,0.545455,16,False
4515-11057-0062,baseline,0.0,0.0,1,True
4515-11057-0063,baseline,0.608696,0.608696,16,False
4515-11057-0064,baseline,0.0,0.0,16,True
4515-11057-0065,baseline,0.666667,0.6,16,False
4515-11057-0066,baseline,1.0,1.0,16,False
4515-11057-0067,baseline,0.4375,0.4375,16,False
4515-11057-0068,baseline,0.0,0.0,1,True
4515-11057-0069,baseline,0.666667,0.666667,16,False
4515-11057-0070,baseline,0.6,0.8,16,False
4515-11057-0071,baseline,0.481481,0.37037,16,False
4515-11057-0072,baseline,0.333333,0.444444,16,False
4515-11057-0073,baseline,0.2,0.2,16,False
4515-11057-0074,baseline,0.9,0.9,16,False
4515-11057-0075,baseline,0.428571,0.428571,16,False
4515-11057-0076,baseline,0.0,0.0,5,True
4515-11057-0077,baseline,0.0,0.0,1,True
4515-11057-0078,baseline,0.090909,0.090909,3,True
4515-11057-0079,baseline,0.071429,0.142857,16,False
4515-11057-0080,baseline,0.0,0.0625,4,True
4515-11057-0081,baseline,0.888889,0.888889,16,False
4515-11057-0082,baseline,0.272727,0.181818,16,False
4515-11057-0083,baseline,0.166667,0.166667,16,True
4515-11057-0084,baseline,0.028571,0.028571,12,True
4515-11057-0085,baseline,0.0,0.0,4,True
4515-11057-0086,baseline,0.0,0.0,1,True
4515-11057-0087,baseline,0.1875,0.1875,16,False
4515-11057-0088,baseline,0.0,0.0,2,True
4515-11057-0089,baseline,0.125,0.25,16,False
4515-11057-0090,baseline,0.333333,0.333333,11,False
4515-11057-0091,baseline,0.588235,0.588235,16,False
4515-11057-0092,baseline,0.090909,0.090909,16,True
4515-11057-0093,baseline,0.25,0.25,16,False
4515-11057-0094,baseline,0.096774,0.096774,14,False
4515-11057-0095,baseline,0.090909,0.181818,16,False
4515-11057-0096,baseline,0.0,0.0,1,True
4515-11057-0097,baseline,0.04,0.04,4,False
4515-11057-0098,baseline,0.136364,0.090909,16,False
4515-11057-0099,baseline,0.4,0.4,16,False
4515-11057-0100,baseline,0.0,0.153846,7,True
4515-11057-0101,baseline,0.428571,0.428571,11,False
4515-11057-0102,baseline,0.0,0.0,2,True
4515-11057-0103,baseline,0.090909,0.090909,7,False
4515-11057-0104,baseline,0.666667,0.666667,16,False
4515-11057-0105,baseline,0.0,0.0,6,True
4515-11057-0106,baseline,0.043478,0.0,2,True
4515-11057-0107,baseline,0.055556,0.0,15,True
4515-11057-0108,baseline,0.2,0.2,16,False
4515-11057-0109,baseline,0.0,0.0,3,True
4515-11057-0110,baseline,0.111111,0.0,2,True
4515-11057-0111,baseline,0.0,0.0,6,True
4515-11057-0112,baseline,0.0,0.0,3,True
4515-11057-0113,baseline,0.0,0.125,16,True
4515-11057-0114,baseline,0.6875,0.6875,16,False
5849-50873-0000,baseline,0.172414,0.172414,16,False
5849-50873-0001,baseline,0.016129,0.032258,16,False
5849-50873-0002,baseline,0.0,0.0,5,True
5849-50873-0003,baseline,0.0,0.0,16,True
5849-50873-0004,baseline,0.03125,0.0625,16,False
5849-50873-0005,baseline,0.08,0.08,16,False
5849-50873-0006,baseline,0.44,0.44,16,False
5849-50873-0007,baseline,0.0,0.0,3,True
5849-50873-0008,baseline,0.0625,0.0625,2,False
5849-50873-0009,baseline,0.222222,0.333333,16,False
5849-50873-0010,baseline,0.0,0.071429,13,True
5849-50873-0011,baseline,0.25,0.2,16,False
5849-50873-0012,baseline,0.066667,0.133333,16,False
5849-50873-0013,baseline,0.111111,0.111111,15,False
5849-50873-0014,baseline,0.2,0.2,9,False
5849-50873-0015,baseline,0.1,0.1,16,True
5849-50873-0016,baseline,0.0,0.0,2,True
5849-50873-0017,baseline,0.0,0.0,8,True
5849-50873-0018,baseline,0.0,0.0,1,True
5849-50873-0019,baseline,0.0,0.0,4,True
5849-50873-0020,baseline,0.0,0.0,3,True
5849-50873-0021,baseline,0.214286,0.214286,16,False
5849-50873-0022,baseline,0.222222,0.277778,16,False
5849-50873-0023,baseline,0.5,0.5,16,False
5849-50873-0024,baseline,0.0,0.05,6,True
5849-50873-0025,baseline,0.333333,0.4,16,False
5849-50873-0026,baseline,0.0,0.0,1,True
5849-50873-0027,baseline,0.142857,0.214286,16,False
5849-50873-0028,baseline,0.125,0.125,16,True
5849-50873-0029,baseline,0.068966,0.068966,16,False
5849-50873-0030,baseline,0.25,0.25,16,False
5849-50873-0031,baseline,0.428571,0.428571,16,False
5849-50873-0032,baseline,0.0,0.0,11,True
5849-50873-0033,baseline,0.25,0.25,5,False
5849-50873-0034,baseline,0.0,0.0,3,True
5849-50873-0035,baseline,0.133333,0.266667,16,False
5849-50873-0036,baseline,0.210526,0.210526,16,False
5849-50873-0037,baseline,0.0625,0.125,2,False
5849-50873-0038,baseline,0.0,0.0,9,True
5849-50873-0039,baseline,0.185185,0.222222,16,False
5849-50873-0040,baseline,0.078431,0.078431,16,False
5849-50873-0041,baseline,0.115385,0.115385,16,False
5849-50873-0042,baseline,0.071429,0.107143,16,False
5849-50962-0000,baseline,0.352941,0.352941,16,False
5849-50962-0001,baseline,0.117647,0.117647,16,False
5849-50962-0002,baseline,0.0,0.0,2,True
5849-50962-0003,baseline,0.2,0.2,16,False
5849-50962-0004,baseline,0.333333,0.333333,16,False
5849-50962-0005,baseline,0.206897,0.206897,16,False
5849-50962-0006,baseline,0.25,0.25,16,False
5849-50962-0007,baseline,0.0,0.0,2,True
5849-50962-0008,baseline,0.0,0.0,4,True
5849-50962-0009,baseline,0.185185,0.185185,16,False
5849-50962-0010,baseline,0.142857,0.142857,16,False
5849-50962-0011,baseline,0.058824,0.058824,11,True
5849-50962-0012,baseline,0.5,0.5,16,False
5849-50962-0013,baseline,0.9375,0.9375,16,False
5849-50962-0014,baseline,0.409091,0.272727,16,False
5849-50962-0015,baseline,0.545455,0.5,16,False
5849-50962-0016,baseline,0.0,0.125,16,True
5849-50962-0017,baseline,0.03125,0.03125,16,True
5849-50962-0018,baseline,0.3,0.3,11,False
5849-50962-0019,baseline,0.714286,1.0,16,False
5849-50962-0020,baseline,0.875,0.875,16,False
5849-50962-0021,baseline,0.941176,0.941176,16,False
5849-50962-0022,baseline,0.1,0.1,1,False
5849-50962-0023,baseline,0.0,0.0,16,True
5849-50962-0024,baseline,0.444444,0.444444,16,False
5849-50962-0025,baseline,0.25,0.0,3,True
5849-50962-0026,baseline,0.294118,0.294118,16,False
5849-50963-0000,baseline,0.0,0.0,16,True
5849-50963-0001,baseline,0.0,0.0,4,True
5849-50963-0002,baseline,0.111111,0.166667,16,False
5849-50963-0003,baseline,0.0,0.0,3,True
5849-50963-0004,baseline,0.5,0.5,16,False
5849-50963-0005,baseline,0.153846,0.153846,16,False
5849-50963-0006,baseline,0.45,0.4,16,False
5849-50963-0007,baseline,0.583333,0.583333,16,False
5849-50963-0008,baseline,0.0,0.0,8,True
5849-50963-0009,baseline,0.288889,0.288889,16,False
5849-50963-0010,baseline,0.666667,0.666667,16,False
5849-50963-0011,baseline,0.0625,0.0625,16,True
5849-50963-0012,baseline,0.238095,0.285714,16,False
5849-50963-0013,baseline,0.35,0.35,16,False
5849-50964-0000,baseline,0.333333,0.333333,16,False
5849-50964-0001,baseline,0.142857,0.142857,16,False
5849-50964-0002,baseline,0.4,0.4,16,False
5849-50964-0003,baseline,0.0625,0.0,3,True
5849-50964-0004,baseline,0.0,0.0,6,True
5849-50964-0005,baseline,0.384615,0.384615,16,False
5849-50964-0006,baseline,0.363636,0.363636,16,False
5849-50964-0007,baseline,0.214286,0.214286,16,False
5849-50964-0008,baseline,0.285714,0.285714,16,False
5849-50964-0009,baseline,0.25,0.25,16,False
5849-50964-0010,baseline,0.083333,0.0,4,True
5849-50964-0011,baseline,0.076923,0.076923,16,False
5849-50964-0012,baseline,0.526316,0.526316,16,False
5849-50964-0013,baseline,0.1,0.1,16,True
116-288048-0000,baseline,0.058824,0.058824,16,False
116-288048-0001,baseline,0.166667,0.166667,16,False
116-288048-0002,baseline,0.166667,0.166667,16,False
116-288048-0003,baseline,0.052632,0.052632,14,False
116-288048-0004,baseline,0.0,0.0,4,True
116-288048-0005,baseline,0.0,0.041667,16,True
116-288048-0006,baseline,0.097561,0.097561,16,False
116-288048-0007,baseline,0.25,0.375,16,False
116-288048-0008,baseline,0.117647,0.117647,16,False
116-288048-0009,baseline,0.043478,0.043478,16,False
116-288048-0010,baseline,0.0,0.055556,6,True
116-288048-0011,baseline,0.0,0.0,3,True
116-288048-0012,baseline,0.0,0.0,8,True
116-288048-0013,baseline,0.111111,0.111111,7,False
116-288048-0014,baseline,0.0,0.0,8,True
116-288048-0015,baseline,0.0,0.0,3,True
116-288048-0016,baseline,0.0,0.0,5,True
116-288048-0017,baseline,0.0,0.0,10,True
116-288048-0018,baseline,0.043478,0.043478,14,True
116-288048-0019,baseline,0.0,0.0,9,True
116-288048-0020,baseline,0.1,0.2,8,False
116-288048-0021,baseline,0.052632,0.0,16,True
116-288048-0022,baseline,0.05,0.1,7,False
116-288048-0023,baseline,0.0,0.1,3,True
116-288048-0024,baseline,0.086957,0.086957,16,False
116-288048-0025,baseline,0.575,0.575,16,False
116-288048-0026,baseline,0.0,0.0,2,True
116-288048-0027,baseline,0.2,0.2,16,False
116-288048-0028,baseline,0.0,0.0,2,True
116-288048-0029,baseline,0.204545,0.181818,16,False
116-288048-0030,baseline,0.12,0.12,16,False
116-288048-0031,baseline,0.0,0.0,1,True
116-288048-0032,baseline,0.133333,0.133333,8,False
116-288045-0000,baseline,0.151515,0.151515,16,False
116-288045-0001,baseline,0.0,0.0,4,True
116-288045-0002,baseline,0.0,0.0,4,True
116-288045-0003,baseline,0.090909,0.090909,10,False
116-288045-0004,baseline,0.0,0.0,1,True
116-288045-0005,baseline,0.0,0.0,4,True
116-288045-0006,baseline,0.0,0.0,4,True
116-288045-0007,baseline,0.285714,0.285714,5,False
116-288045-0008,baseline,0.214286,0.285714,16,False
116-288045-0009,baseline,0.0,0.0,1,True
116-288045-0010,baseline,0.0,0.0,1,True
116-288045-0011,baseline,0.05,0.05,4,False
116-288045-0012,baseline,0.090909,0.0,4,True
116-288045-0013,baseline,0.076923,0.0,2,True
116-288045-0014,baseline,0.0,0.0,2,True
116-288045-0015,baseline,0.0,0.0,2,True
116-288045-0016,baseline,0.088235,0.117647,16,False
116-288045-0017,baseline,0.25,0.25,16,True
116-288045-0018,baseline,0.0,0.0,2,True
116-288045-0019,baseline,0.0,0.0,2,True
116-288045-0020,baseline,0.0,0.0,1,True
116-288045-0021,baseline,0.0,0.0,3,True
116-288045-0022,baseline,0.05,0.075,16,False
116-288045-0023,baseline,0.0,0.0,3,True
116-288045-0024,baseline,0.1,0.1,3,True
116-288045-0025,baseline,0.26087,0.26087,16,False
116-288045-0026,baseline,0.0,0.0,3,True
116-288045-0027,baseline,0.0,0.0,1,True
116-288045-0028,baseline,0.0,0.0,2,True
116-288045-0029,baseline,0.047619,0.071429,16,False
116-288045-0030,baseline,0.076923,0.0,5,True
116-288045-0031,baseline,0.055556,0.055556,16,True
116-288045-0032,baseline,0.045455,0.045455,14,False
116-288046-0000,baseline,0.0,0.0,3,True
116-288046-0001,baseline,0.0,0.0,10,True
116-288046-0002,baseline,0.0,0.034483,16,True
116-288046-0003,baseline,0.0,0.071429,16,True
116-288046-0004,baseline,0.157895,0.157895,16,False
116-288046-0005,baseline,0.285714,0.142857,14,False
116-288046-0006,baseline,0.235294,0.235294,16,False
116-288046-0007,baseline,0.105263,0.105263,16,False
116-288046-0008,baseline,0.0,0.0,1,True
116-288046-0009,baseline,0.166667,0.0,4,True
116-288046-0010,baseline,0.083333,0.041667,16,False
116-288046-0011,baseline,0.026316,0.039474,14,False
116-288047-0000,baseline,0.1,0.3,16,False
116-288047-0001,baseline,0.1875,0.0625,16,False
116-288047-0002,baseline,0.0,0.0,14,True
116-288047-0003,baseline,0.095238,0.095238,16,False
116-288047-0004,baseline,0.052632,0.052632,16,False
116-288047-0005,baseline,0.583333,0.583333,16,False
116-288047-0006,baseline,0.5,0.5,16,False
116-288047-0007,baseline,0.0,0.0,13,True
116-288047-0008,baseline,0.0,0.166667,10,True
116-288047-0009,baseline,0.3,0.3,16,False
116-288047-0010,baseline,0.0,0.055556,16,True
116-288047-0011,baseline,0.2,0.2,13,False
116-288047-0012,baseline,0.0,0.0,8,True
116-288047-0013,baseline,0.375,0.5,16,False
116-288047-0014,baseline,0.0,0.0,9,True
116-288047-0015,baseline,0.153846,0.230769,16,False
116-288047-0016,baseline,0.285714,0.428571,16,False
116-288047-0017,baseline,0.142857,0.0,2,True
116-288047-0018,baseline,0.0,0.0,16,True
116-288047-0019,baseline,0.0,0.0,6,True
116-288047-0020,baseline,0.0,0.0,1,True
116-288047-0021,baseline,0.0,0.0,3,True
116-288047-0022,baseline,0.039216,0.078431,16,False
8254-84205-0000,baseline,0.0,0.166667,10,True
8254-84205-0001,baseline,0.454545,0.424242,16,False
8254-84205-0002,baseline,0.272727,0.545455,16,False
8254-84205-0003,baseline,0.521739,0.521739,16,False
8254-84205-0004,baseline,0.25,0.25,16,False
8254-84205-0005,baseline,0.130435,0.130435,10,False
8254-84205-0006,baseline,0.125,0.125,16,True
8254-84205-0007,baseline,0.25,0.25,16,False
8254-84205-0008,baseline,0.666667,0.833333,14,False
8254-84205-0009,baseline,0.272727,0.272727,16,False
8254-84205-0010,baseline,1.0,1.0,16,False
8254-84205-0011,baseline,1.5,1.5,16,False
8254-84205-0012,baseline,0.5,0.5,16,False
8254-84205-0013,baseline,0.0,0.333333,10,True
8254-84205-0014,baseline,0.125,0.125,6,False
8254-84205-0015,baseline,0.5,0.5,16,False
8254-84205-0016,baseline,0.0,0.0,7,True
8254-84205-0017,baseline,0.071429,0.071429,16,True
8254-84205-0018,baseline,0.083333,0.25,16,False
8254-84205-0019,baseline,0.714286,0.714286,16,False
8254-84205-0020,baseline,0.727273,0.727273,16,False
8254-84205-0021,baseline,0.461538,0.384615,16,False
8254-84205-0022,baseline,0.285714,0.285714,12,False
8254-84205-0023,baseline,0.6,0.6,16,False
8254-84205-0024,baseline,0.222222,0.222222,16,False
8254-84205-0025,baseline,0.416667,0.583333,16,False
8254-84205-0026,baseline,0.0,0.0,3,True
8254-84205-0027,baseline,0.636364,0.636364,16,False
8254-84205-0028,baseline,0.0,0.0,5,True
8254-84205-0029,baseline,0.052632,0.157895,16,False
8254-84205-0030,baseline,0.0,0.0,1,True
8254-84205-0031,baseline,0.166667,0.166667,16,True
8254-84205-0032,baseline,0.133333,0.2,16,False
8254-84205-0033,baseline,0.0,0.1,11,True
8254-84205-0034,baseline,0.058824,0.117647,16,False
8254-84205-0035,baseline,0.0,0.0,16,True
8254-84205-0036,baseline,0.153846,0.153846,16,False
8254-84205-0037,baseline,0.066667,0.0,4,True
8254-84205-0038,baseline,0.117647,0.117647,16,False
8254-84205-0039,baseline,0.2,0.2,16,False
8254-84205-0040,baseline,0.5,0.5,16,False
