utt_id,condition,mbr_wer,greedy_wer,n_unique,oracle_in_set
7601-175351-0005,baseline,0.0,0.0,1,True
7601-175351-0006,baseline,0.25,0.25,16,False
7601-175351-0007,baseline,0.125,0.0,16,True
7601-175351-0008,baseline,0.0,0.0,8,True
7601-175351-0009,baseline,0.263158,0.263158,16,False
7601-175351-0010,baseline,0.0,0.0,2,True
7601-175351-0011,baseline,0.0,0.0,1,True
7601-175351-0012,baseline,0.083333,0.083333,16,False
7601-175351-0013,baseline,0.083333,0.083333,16,False
7601-175351-0014,baseline,0.014706,0.014706,8,False
7601-175351-0015,baseline,0.285714,0.285714,16,False
7601-175351-0016,baseline,0.052632,0.052632,9,True
7601-175351-0017,baseline,0.25,0.25,16,False
7601-175351-0018,baseline,0.0,0.0,4,True
7601-175351-0019,baseline,0.0,0.021739,4,True
7601-175351-0020,baseline,0.928571,0.928571,16,False
7601-175351-0021,baseline,0.133333,0.133333,11,False
7601-175351-0022,baseline,0.038462,0.038462,16,False
7601-175351-0023,baseline,0.0,0.0,1,True
7601-175351-0024,baseline,0.2,0.0,6,True
7601-175351-0025,baseline,0.428571,0.428571,16,False
7601-175351-0026,baseline,0.512195,0.512195,16,False
7601-175351-0027,baseline,0.4,0.36,16,False
7601-291468-0000,baseline,0.702703,0.702703,16,False
7601-291468-0001,baseline,0.333333,0.444444,16,False
7601-291468-0002,baseline,0.0,0.0,7,True
7601-291468-0003,baseline,0.96875,0.96875,16,False
7601-291468-0004,baseline,0.967742,0.967742,16,False
7601-291468-0005,baseline,0.0,0.0,4,True
7601-291468-0006,baseline,0.040541,0.013514,16,False
7601-291468-0007,baseline,0.305556,0.305556,16,False
6455-67803-0000,baseline,0.166667,0.166667,8,False
6455-67803-0001,baseline,0.0,0.0,2,True
6455-67803-0002,baseline,0.25,0.25,16,False
6455-67803-0003,baseline,0.133333,0.133333,16,False
6455-67803-0004,baseline,0.333333,0.333333,16,False
6455-67803-0005,baseline,0.157895,0.105263,16,False
6455-67803-0006,baseline,0.0,0.0,2,True
6455-67803-0007,baseline,0.0,0.0,1,True
6455-67803-0008,baseline,0.285714,0.285714,16,False
6455-67803-0009,baseline,0.133333,0.133333,16,False
6455-67803-0010,baseline,0.071429,0.142857,16,False
6455-67803-0011,baseline,0.111111,0.111111,9,False
6455-67803-0012,baseline,0.666667,0.666667,16,False
6455-67803-0013,baseline,0.769231,0.692308,16,False
6455-67803-0014,baseline,0.105263,0.105263,16,False
6455-67803-0015,baseline,0.0,0.2,5,True
6455-67803-0016,baseline,0.857143,0.714286,16,False
6455-67803-0017,baseline,0.9,0.9,16,False
6455-67803-0018,baseline,0.090909,0.090909,16,False
6455-67803-0019,baseline,0.173913,0.217391,16,False
6455-67803-0020,baseline,0.0,0.0,7,True
6455-67803-0021,baseline,0.083333,0.083333,9,True
6455-67803-0022,baseline,0.0,0.076923,7,True
6455-67803-0023,baseline,0.133333,0.133333,16,True
6455-67803-0024,baseline,0.25,0.333333,16,False
6455-67803-0025,baseline,0.2,0.0,7,True
6455-67803-0026,baseline,0.625,0.625,16,False
6455-67803-0027,baseline,0.076923,0.076923,10,True
6455-67803-0028,baseline,0.666667,0.833333,16,False
6455-67803-0029,baseline,0.75,0.75,16,False
6455-67803-0030,baseline,0.0,0.0,5,True
6455-67803-0031,baseline,0.272727,0.272727,16,False
6455-67803-0032,baseline,0.0,0.0,1,True
6455-67803-0033,baseline,0.0,0.0,5,True
6455-67803-0034,baseline,0.133333,0.2,16,False
6455-67803-0035,baseline,0.25,0.25,16,False
6455-67803-0036,baseline,0.307692,0.384615,16,False
6455-66379-0000,baseline,0.4,0.5,16,False
6455-66379-0001,baseline,0.333333,0.333333,16,False
6455-66379-0002,baseline,0.0,0.03125,16,True
6455-66379-0003,baseline,0.34375,0.4375,16,False
6455-66379-0004,baseline,0.533333,0.533333,16,False
6455-66379-0005,baseline,0.166667,0.25,16,False
6455-66379-0006,baseline,0.571429,0.571429,16,False
6455-66379-0007,baseline,0.25,0.25,16,False
6455-66379-0008,baseline,0.518519,0.518519,16,False
6455-66379-0009,baseline,0.25,0.25,16,False
6455-66379-0010,baseline,0.263158,0.263158,16,False
6455-66379-0011,baseline,0.888889,0.888889,16,False
6455-66379-0012,baseline,0.111111,0.222222,16,False
6455-66379-0013,baseline,0.0,0.0,16,True
6455-66379-0014,baseline,0.833333,0.583333,16,False
6455-66379-0015,baseline,0.136364,0.136364,16,False
6455-66379-0016,baseline,0.0,0.0,16,True
6455-66379-0017,baseline,0.130435,0.130435,16,False
6455-66379-0018,baseline,0.0,0.0625,16,True
6455-66379-0019,baseline,0.875,0.875,16,False
6455-67804-0000,baseline,0.272727,0.272727,16,False
6455-67804-0001,baseline,0.0,0.0,12,True
6455-67804-0002,baseline,0.357143,0.357143,16,False
6455-67804-0003,baseline,0.0,0.076923,16,True
6455-67804-0004,baseline,0.272727,0.272727,16,False
6455-67804-0005,baseline,0.25,0.25,16,False
6455-67804-0006,baseline,0.625,0.625,16,False
6455-67804-0007,baseline,0.0,0.0,3,True
6455-67804-0008,baseline,0.0,0.0,1,True
6455-67804-0009,baseline,0.090909,0.090909,16,True
6455-67804-0010,baseline,0.0,0.0,6,True
6455-67804-0011,baseline,0.0,0.0,1,True
6455-67804-0012,baseline,0.4,0.6,16,False
6455-67804-0013,baseline,0.5625,0.5625,16,False
6455-67804-0014,baseline,0.9,0.9,16,False
6455-67804-0015,baseline,0.6,0.6,16,False
6455-67804-0016,baseline,0.0,0.0,9,True
6455-67804-0017,baseline,0.631579,0.578947,16,False
6455-67804-0018,baseline,0.461538,0.461538,16,False
6455-67804-0019,baseline,0.857143,0.857143,16,False
6455-67804-0020,baseline,0.363636,0.181818,15,False
6455-67804-0021,baseline,0.6,0.533333,16,False
6455-67804-0022,baseline,0.066667,0.066667,16,False
6455-67804-0023,baseline,0.387097,0.387097,16,False
6455-67804-0024,baseline,0.888889,0.888889,16,False
6455-67804-0025,baseline,0.333333,0.333333,16,False
6455-67804-0026,baseline,0.210526,0.210526,16,False
6455-67804-0027,baseline,0.5625,0.5625,16,False
6455-67804-0028,baseline,0.142857,0.214286,16,False
6455-67804-0029,baseline,0.045455,0.045455,16,False
6455-67804-0030,baseline,0.090909,0.090909,16,False
6455-67804-0031,baseline,0.058824,0.058824,16,True
6455-67804-0032,baseline,0.166667,0.25,16,False
6455-67804-0033,baseline,0.625,0.625,16,False
6455-67804-0034,baseline,0.25,0.25,16,False
6455-67804-0035,baseline,0.117647,0.176471,16,False
6455-67804-0036,baseline,0.060606,0.060606,16,False
6455-67804-0037,baseline,0.142857,0.142857,16,False
6455-67804-0038,baseline,0.125,0.0,4,True
6455-67804-0039,baseline,0.5,0.5,16,False
6455-67804-0040,baseline,0.0,0.0,2,True
1701-141760-0000,baseline,0.837838,0.837838,16,False
1701-141760-0001,baseline,0.111111,0.111111,16,False
1701-141760-0002,baseline,0.088889,0.088889,16,False
1701-141760-0003,baseline,0.15,0.15,16,False
1701-141760-0004,baseline,0.06,0.06,16,False
1701-141760-0005,baseline,0.285714,0.357143,16,False
1701-141760-0006,baseline,0.0,0.0,1,True
1701-141760-0007,baseline,0.0,0.0,1,True
1701-141760-0008,baseline,0.0,0.0,2,True
1701-141760-0009,baseline,0.0,0.090909,5,True
1701-141760-0010,baseline,0.0,0.0,5,True
1701-141760-0011,baseline,0.125,0.125,16,False
1701-141760-0012,baseline,0.06383,0.06383,16,False
1701-141760-0013,baseline,0.25,0.25,16,False
1701-141760-0014,baseline,0.041667,0.041667,16,False
1701-141760-0015,baseline,1.166667,1.166667,16,False
1701-141760-0016,baseline,0.0,0.0,3,True
1701-141760-0017,baseline,0.454545,0.454545,16,False
1701-141760-0018,baseline,0.117647,0.117647,16,False
1701-141760-0019,baseline,0.071429,0.142857,15,False
1701-141760-0020,baseline,0.238095,0.333333,16,False
1701-141760-0021,baseline,0.4,0.4,16,False
1701-141760-0022,baseline,0.067797,0.067797,16,False
1701-141760-0023,baseline,0.533333,0.6,16,False
1701-141760-0024,baseline,0.214286,0.285714,16,False
1701-141760-0025,baseline,0.326087,0.326087,16,False
1701-141760-0026,baseline,0.125,0.125,16,False
1701-141760-0027,baseline,0.357143,0.357143,16,False
1701-141760-0028,baseline,0.0,0.0,2,True
1701-141760-0029,baseline,0.058824,0.058824,16,False
1701-141760-0030,baseline,0.052632,0.052632,16,False
1701-141760-0031,baseline,0.142857,0.142857,16,False
1701-141760-0032,baseline,0.133333,0.133333,16,False
1701-141760-0033,baseline,0.0,0.083333,16,True
1701-141760-0034,baseline,0.1,0.1,14,False
1701-141760-0035,baseline,0.0,0.071429,10,True
1701-141760-0036,baseline,0.333333,0.4,16,False
1701-141760-0037,baseline,0.0,0.0,6,True
1701-141760-0038,baseline,0.5625,0.5,16,False
1701-141760-0039,baseline,0.095238,0.095238,16,False
1701-141760-0040,baseline,0.1,0.1,16,False
1701-141760-0041,baseline,0.021739,0.043478,16,False
1701-141760-0042,baseline,0.05,0.05,16,False
1701-141760-0043,baseline,0.058824,0.058824,9,True
1701-141760-0044,baseline,0.08,0.04,16,True
1701-141760-0045,baseline,0.2,0.2,16,False
1701-141760-0046,baseline,1.0,1.0,16,False
1701-141760-0047,baseline,0.125,0.0625,13,True
1701-141760-0048,baseline,0.142857,0.142857,14,False
1701-141760-0049,baseline,0.191489,0.191489,16,False
1701-141760-0050,baseline,0.153846,0.153846,14,False
1701-141760-0051,baseline,0.083333,0.083333,2,False
1701-141760-0052,baseline,0.071429,0.071429,16,False
1701-141760-0053,baseline,0.740741,0.740741,16,False
1701-141759-0000,baseline,0.2,0.3,4,False
1701-141759-0001,baseline,0.058824,0.058824,16,False
1701-141759-0002,baseline,0.0,0.037037,12,True
1701-141759-0003,baseline,0.09375,0.0625,16,False
1701-141759-0004,baseline,0.0,0.0,7,True
1701-141759-0005,baseline,0.25,0.25,16,False
1701-141759-0006,baseline,0.0,0.0,2,True
1701-141759-0007,baseline,0.0,0.1,12,True
1701-141759-0008,baseline,0.166667,0.166667,16,False
1701-141759-0009,baseline,0.571429,0.571429,16,False
1701-141759-0010,baseline,0.0,0.0,2,True
1701-141759-0011,baseline,0.0,0.2,6,True
1701-141759-0012,baseline,0.111111,0.111111,16,False
1701-141759-0013,baseline,0.0,0.0,5,True
1701-141759-0014,baseline,0.2,0.3,16,False
1701-141759-0015,baseline,1.2,1.2,16,False
1701-141759-0016,baseline,0.0,0.0,16,True
1701-141759-0017,baseline,0.0,0.0,16,True
1701-141759-0018,baseline,0.142857,0.0,2,True
1701-141759-0019,baseline,0.0,0.0,14,True
1701-141759-0020,baseline,0.5,0.0,2,True
1701-141759-0021,baseline,0.666667,0.666667,8,False
1701-141759-0022,baseline,0.152174,0.152174,16,False
1701-141759-0023,baseline,1.0,1.0,16,False
1701-141759-0024,baseline,0.916667,0.916667,16,False
1701-141759-0025,baseline,0.142857,0.142857,16,False
1701-141759-0026,baseline,0.0,0.2,15,True
1701-141759-0027,baseline,0.088235,0.088235,14,False
1701-141759-0028,baseline,0.0,0.0,7,True
1701-141759-0029,baseline,0.392157,0.392157,16,False
1701-141759-0030,baseline,0.5,0.5,16,False
1701-141759-0031,baseline,0.090909,0.0,5,True
1701-141759-0032,baseline,0.0,0.0,8,True
1701-141759-0033,baseline,0.0,0.0,2,True
1651-136854-0000,baseline,0.043478,0.043478,1,False
1651-136854-0001,baseline,0.043478,0.0,3,True
1651-136854-0002,baseline,0.0,0.058824,16,True
1651-136854-0003,baseline,0.0,0.0,5,True
1651-136854-0004,baseline,0.0,0.0,9,True
1651-136854-0005,baseline,0.0,0.055556,11,True
1651-136854-0006,baseline,0.0,0.0,6,True
1651-136854-0007,baseline,0.26087,0.26087,16,False
1651-136854-0008,baseline,0.074074,0.074074,13,False
1651-136854-0009,baseline,0.0,0.0,5,True
1651-136854-0010,baseline,0.75,0.75,16,False
1651-136854-0011,baseline,0.4,0.2,16,False
1651-136854-0012,baseline,1.0,1.0,10,False
1651-136854-0013,baseline,0.4,0.4,14,False
1651-136854-0014,baseline,0.875,0.875,16,False
1651-136854-0015,baseline,0.0,0.0,1,True
1651-136854-0016,baseline,0.666667,0.666667,16,False
1651-136854-0017,baseline,0.0,0.0,1,True
1651-136854-0018,baseline,0.3,0.4,16,False
1651-136854-0019,baseline,0.555556,0.444444,16,False
1651-136854-0020,baseline,0.166667,0.166667,8,False
1651-136854-0021,baseline,0.0,0.0,2,True
1651-136854-0022,baseline,0.0,0.0,16,True
1651-136854-0023,baseline,0.0,0.0,2,True
1651-136854-0024,baseline,0.045455,0.045455,3,False
1651-136854-0025,baseline,0.052632,0.0,2,True
1651-136854-0026,baseline,0.157895,0.184211,16,False
1651-136854-0027,baseline,0.0,0.0,16,True
1651-136854-0028,baseline,0.0,0.021277,12,True
1651-136854-0029,baseline,0.060606,0.060606,16,False
1651-136854-0030,baseline,0.038462,0.038462,4,False
1651-136854-0031,baseline,0.079365,0.111111,16,False
1651-136854-0032,baseline,0.0,0.125,16,True
6123-59186-0000,baseline,0.0,0.285714,6,True
6123-59186-0001,baseline,0.875,0.875,16,False
6123-59186-0002,baseline,0.0,0.0,6,True
6123-59186-0003,baseline,0.0,0.0,3,True
6123-59186-0004,baseline,0.0,0.0,13,True
6123-59186-0005,baseline,0.0,0.0,16,True
6123-59186-0006,baseline,0.384615,0.384615,16,False
6123-59186-0007,baseline,0.0,0.058824,16,True
6123-59186-0008,baseline,0.0,0.117647,16,True
6123-59186-0009,baseline,0.0,0.166667,12,True
6123-59186-0010,baseline,0.166667,0.166667,16,True
6123-59186-0011,baseline,0.157895,0.157895,16,False
6123-59186-0012,baseline,0.25641,0.25641,16,False
6123-59186-0013,baseline,0.0,0.0,2,True
6123-59186-0014,baseline,0.078947,0.052632,16,False
6123-59186-0015,baseline,0.083333,0.0,11,True
6123-59186-0016,baseline,0.0,0.0,7,True
6123-59186-0017,baseline,0.090909,0.090909,2,True
6123-59186-0018,baseline,0.461538,0.461538,16,False
6123-59186-0019,baseline,0.444444,0.388889,16,False
6123-59186-0020,baseline,0.045455,0.136364,16,True
6123-59186-0021,baseline,0.045455,0.045455,16,False
6123-59186-0022,baseline,0.357143,0.357143,16,False
6123-59186-0023,baseline,0.0,0.0,6,True
6123-59186-0024,baseline,0.0,0.052632,12,True
6123-59186-0025,baseline,0.0,0.0,3,True
6123-59186-0026,baseline,0.3,0.3,16,False
6123-59186-0027,baseline,0.172414,0.172414,16,False
6123-59186-0028,baseline,0.090909,0.090909,16,False
6123-59186-0029,baseline,0.2,0.2,16,False
6123-59186-0030,baseline,0.818182,0.818182,16,False
6123-59186-0031,baseline,0.0,0.0,4,True
6123-59186-0032,baseline,0.0,0.0,14,True
6123-59186-0033,baseline,0.074074,0.0,8,True
6123-59186-0034,baseline,0.222222,0.222222,16,False
6123-59186-0035,baseline,0.384615,0.384615,16,False
6123-59186-0036,baseline,0.0,0.0,2,True
6123-59186-0037,baseline,0.0,0.0,16,True
6123-59186-0038,baseline,0.125,0.125,16,False
6123-59186-0039,baseline,0.0,0.0,1,True
6123-59186-0040,baseline,0.027027,0.054054,16,False
6123-59150-0000,baseline,0.0,0.0,14,True
6123-59150-0001,baseline,1.0,1.0,16,False
6123-59150-0002,baseline,0.375,0.375,16,False
6123-59150-0003,baseline,0.666667,0.555556,16,False
6123-59150-0004,baseline,0.0,0.0,1,True
6123-59150-0005,baseline,0.0,0.0,10,True
6123-59150-0006,baseline,0.764706,0.764706,16,False
6123-59150-0007,baseline,0.181818,0.181818,16,False
6123-59150-0008,baseline,0.2,0.2,16,False
6123-59150-0009,baseline,0.0,0.0,7,True
6123-59150-0010,baseline,0.0,0.0,7,True
6123-59150-0011,baseline,0.333333,0.416667,16,False
6123-59150-0012,baseline,0.0,0.03125,16,True
6123-59150-0013,baseline,0.0,0.0,6,True
6123-59150-0014,baseline,0.461538,0.384615,16,False
6123-59150-0015,baseline,0.05,0.1,16,False
6123-59150-0016,baseline,0.142857,0.142857,16,False
6123-59150-0017,baseline,0.0,0.0,2,True
6123-59150-0018,baseline,0.272727,0.272727,16,False
6123-59150-0019,baseline,1.0,1.0,16,False
6123-59150-0020,baseline,0.0,0.0,16,True
6123-59150-0021,baseline,0.958333,0.958333,16,False
6123-59150-0022,baseline,0.0,0.0,9,True
6123-59150-0023,baseline,0.0,0.0,1,True
6123-59150-0024,baseline,0.25,0.25,16,False
6123-59150-0025,baseline,0.133333,0.133333,16,False
6123-59150-0026,baseline,0.272727,0.363636,16,False
6123-59150-0027,baseline,0.565217,0.521739,16,False
6123-59150-0028,baseline,0.55,0.55,16,False
6123-59150-0029,baseline,0.1,0.1,16,False
6123-59150-0030,baseline,0.193548,0.225806,16,False
6123-59150-0031,baseline,0.068966,0.068966,16,False
6123-59150-0032,baseline,0.0,0.0,2,True
6123-59150-0033,baseline,0.363636,0.363636,16,False
6123-59150-0034,baseline,0.0,0.0,1,True
6123-59150-0035,baseline,0.103448,0.103448,16,False
6123-59150-0036,baseline,0.1875,0.1875,16,False
6123-59150-0037,baseline,0.4,0.5,16,False
6123-59150-0038,baseline,0.052632,0.052632,16,False
6123-59150-0039,baseline,0.076923,0.076923,10,False
6123-59150-0040,baseline,0.0,0.0,1,True
6123-59150-0041,baseline,0.0,0.0,7,True
6123-59150-0042,baseline,0.045455,0.045455,16,False
6123-59150-0043,baseline,0.0,0.025,12,True
6123-59150-0044,baseline,0.238095,0.238095,16,False
6123-59150-0045,baseline,0.086957,0.086957,16,False
6123-59150-0046,baseline,0.5,0.5,16,False
1630-73710-0000,baseline,0.264151,0.264151,16,False
1630-73710-0001,baseline,0.1,0.1,16,False
1630-73710-0002,baseline,0.230769,0.307692,16,False
1630-73710-0003,baseline,0.131579,0.131579,16,False
1630-73710-0004,baseline,0.5,0.0,4,True
1630-73710-0005,baseline,0.0,0.166667,16,True
1630-73710-0006,baseline,0.166667,0.333333,16,False
1630-73710-0007,baseline,0.142857,0.142857,16,False
1630-73710-0008,baseline,0.428571,0.428571,16,False
1630-73710-0009,baseline,0.6,0.6,16,False
1630-73710-0010,baseline,0.625,0.625,16,False
1630-73710-0011,baseline,0.0,0.333333,16,True
1630-73710-0012,baseline,0.2,0.2,16,False
1630-73710-0013,baseline,0.142857,0.142857,14,False
1630-73710-0014,baseline,0.0,0.090909,9,True
1630-73710-0015,baseline,0.076923,0.076923,16,False
1630-73710-0016,baseline,0.555556,0.555556,16,False
1630-73710-0017,baseline,1.764706,1.764706,16,False
1630-73710-0018,baseline,0.086957,0.086957,16,False
1630-73710-0019,baseline,0.333333,0.333333,16,False
1630-73710-0020,baseline,0.0,0.0,15,True
1630-73710-0021,baseline,0.0,0.0,6,True
1630-141772-0000,baseline,0.068966,0.068966,16,False
1630-141772-0001,baseline,0.0,0.055556,16,True
1630-141772-0002,baseline,0.5,0.5,5,False
1630-141772-0003,baseline,0.0,0.0,16,True
1630-141772-0004,baseline,0.083333,0.083333,16,True
1630-141772-0005,baseline,0.060606,0.090909,16,False
1630-141772-0006,baseline,0.0,0.0,1,True
1630-141772-0007,baseline,0.166667,0.166667,5,True
1630-141772-0008,baseline,0.5,0.333333,16,False
1630-141772-0009,baseline,0.8,0.8,16,False
1630-141772-0010,baseline,0.0,0.0,2,True
1630-141772-0011,baseline,0.333333,0.333333,16,False
1630-141772-0012,baseline,0.0,0.0,3,True
1630-141772-0013,baseline,0.0,0.0,2,True
1630-141772-0014,baseline,0.125,0.125,16,False
1630-141772-0015,baseline,0.04878,0.04878,16,False
1630-141772-0016,baseline,0.0,0.034483,11,True
1630-141772-0017,baseline,0.208333,0.208333,16,False
1630-141772-0018,baseline,0.0,0.0,1,True
1630-141772-0019,baseline,0.52381,0.52381,16,False
1630-141772-0020,baseline,0.25,0.25,16,False
1630-141772-0021,baseline,0.0,0.0,16,True
1630-141772-0022,baseline,1.333333,1.333333,16,False
1630-102884-0000,baseline,0.5,0.590909,16,False
1630-102884-0001,baseline,0.5,0.5,16,False
1630-102884-0002,baseline,0.611111,0.611111,16,False
1630-102884-0003,baseline,0.083333,0.125,16,False
1630-102884-0004,baseline,0.136364,0.136364,16,False
1630-102884-0005,baseline,0.052632,0.052632,16,False
1630-102884-0006,baseline,0.875,0.875,16,False
1630-102884-0007,baseline,0.357143,0.357143,16,False
1630-102884-0008,baseline,0.176471,0.176471,16,False
1630-102884-0009,baseline,0.625,0.625,16,False
1630-102884-0010,baseline,1.269231,1.269231,16,False
1630-102884-0011,baseline,0.388889,0.388889,16,False
1630-102884-0012,baseline,0.12,0.12,16,False
1630-102884-0013,baseline,0.269231,0.269231,16,False
1630-102884-0014,baseline,0.685714,0.685714,16,False
1630-102884-0015,baseline,0.055556,0.055556,16,True
1630-102884-0016,baseline,0.275862,0.275862,16,False
1630-96099-0000,baseline,0.875,0.875,16,False
1630-96099-0001,baseline,0.166667,0.166667,6,False
1630-96099-0002,baseline,0.384615,0.384615,16,False
1630-96099-0003,baseline,0.222222,0.111111,16,False
1630-96099-0004,baseline,1.0,1.333333,16,False
1630-96099-0005,baseline,0.4,0.4,16,False
1630-96099-0006,baseline,0.142857,0.285714,16,False
1630-96099-0007,baseline,0.166667,0.166667,6,True
1630-96099-0008,baseline,0.111111,0.111111,13,False
1630-96099-0009,baseline,0.266667,0.266667,16,False
1630-96099-0010,baseline,0.0,0.0,6,True
1630-96099-0011,baseline,0.125,0.125,16,False
1630-96099-0012,baseline,1.0,1.0,16,False
1630-96099-0013,baseline,0.5,0.5,16,False
1630-96099-0014,baseline,0.142857,0.142857,7,False
1630-96099-0015,baseline,0.037037,0.037037,16,False
1630-96099-0016,baseline,0.0,0.0,2,True
1630-96099-0017,baseline,0.142857,0.142857,16,False
1630-96099-0018,baseline,0.0,0.0,7,True
1630-96099-0019,baseline,0.0,0.0,6,True
1630-96099-0020,baseline,0.02439,0.02439,16,False
1630-96099-0021,baseline,0.545455,0.545455,16,False
1630-96099-0022,baseline,0.0,0.0,16,True
1630-96099-0023,baseline,0.1,0.1,16,False
1630-96099-0024,baseline,0.0,0.041667,3,True
1686-142278-0000,baseline,1.0,1.0,16,False
1686-142278-0001,baseline,0.1,0.1,16,False
1686-142278-0002,baseline,0.0,0.0,7,True
1686-142278-0003,baseline,0.414286,0.428571,16,False
1686-142278-0004,baseline,0.647059,0.647059,16,False
1686-142278-0005,baseline,0.466667,0.466667,16,False
1686-142278-0006,baseline,0.3,0.4,16,False
1686-142278-0007,baseline,0.142857,0.142857,16,False
1686-142278-0008,baseline,1.0,1.0,16,True
1686-142278-0009,baseline,0.153846,0.230769,16,False
1686-142278-0010,baseline,0.4,0.4,16,False
1686-142278-0011,baseline,0.25,0.214286,16,False
1686-142278-0012,baseline,0.03125,0.0625,16,False
1686-142278-0013,baseline,0.4,0.4,16,False
1686-142278-0014,baseline,0.0,0.0,16,True
1686-142278-0015,baseline,1.0,1.0,16,False
1686-142278-0016,baseline,0.461538,0.461538,16,False
1686-142278-0017,baseline,0.117647,0.117647,16,False
1686-142278-0018,baseline,0.0,0.111111,8,True
1686-142278-0019,baseline,0.0,0.0,4,True
1686-142278-0020,baseline,0.8,0.8,16,False
1686-142278-0021,baseline,0.0,0.0,1,True
1686-142278-0022,baseline,0.888889,0.888889,16,False
1686-142278-0023,baseline,0.296296,0.296296,16,False
1686-142278-0024,baseline,0.0,0.0,16,True
1686-142278-0025,baseline,0.333333,0.333333,16,False
1686-142278-0026,baseline,0.333333,0.333333,16,False
1686-142278-0027,baseline,0.2,0.2,16,False
1686-142278-0028,baseline,0.217391,0.173913,16,False
1686-142278-0029,baseline,1.0,1.0,16,False
1686-142278-0030,baseline,0.320755,0.320755,16,False
1686-142278-0031,baseline,0.090909,0.0,16,True
1686-142278-0032,baseline,0.0,0.0,3,True
1686-142278-0033,baseline,0.740741,0.740741,16,False
1686-142278-0034,baseline,0.266667,0.266667,16,False
1686-142278-0035,baseline,0.631579,0.631579,16,False
1686-142278-0036,baseline,0.0,0.0,2,True
1686-142278-0037,baseline,0.354839,0.354839,16,False
1686-142278-0038,baseline,1.0,1.0,16,False
1686-142278-0039,baseline,0.269231,0.269231,16,False
1686-142278-0040,baseline,0.666667,0.666667,16,False
1686-142278-0041,baseline,1.0,1.0,16,False
1686-142278-0042,baseline,1.22,1.22,16,False
1686-142278-0043,baseline,0.181818,0.181818,16,False
1686-142278-0044,baseline,0.117647,0.117647,8,False
1686-142278-0045,baseline,0.111111,0.222222,16,False
1686-142278-0046,baseline,0.571429,0.571429,16,False
1686-142278-0047,baseline,0.25,0.25,8,False
1686-142278-0048,baseline,0.071429,0.071429,16,False
1686-142278-0049,baseline,0.0,0.0,1,True
1686-142278-0050,baseline,0.0,0.0,4,True
1686-142278-0051,baseline,0.083333,0.083333,16,False
1686-142278-0052,baseline,0.1,0.1,16,False
1686-142278-0053,baseline,0.5,0.0,16,True
1686-142278-0054,baseline,0.222222,0.222222,13,False
1686-142278-0055,baseline,0.103448,0.103448,16,False
1686-142278-0056,baseline,0.166667,0.166667,16,True
1686-142278-0057,baseline,0.142857,0.0,16,True
1686-142278-0058,baseline,0.25,0.25,16,False
1686-142278-0059,baseline,0.5,0.5,16,False
1686-142278-0060,baseline,0.5,0.5,16,False
1686-142278-0061,baseline,0.071429,0.071429,5,True
1686-142278-0062,baseline,0.1,0.0,9,True
1686-142278-0063,baseline,0.571429,0.571429,16,False
1686-142278-0064,baseline,0.142857,0.095238,16,False
1686-142278-0065,baseline,0.0,0.0,16,True
1686-142278-0066,baseline,0.545455,0.545455,16,False
1686-142278-0067,baseline,0.380952,0.380952,16,False
1686-142278-0068,baseline,0.0,0.0,1,True
1686-142278-0069,baseline,0.636364,0.636364,16,False
1686-142278-0070,baseline,0.184211,0.184211,16,False
1686-142278-0071,baseline,0.0,0.0,3,True
1686-142278-0072,baseline,0.2,0.2,16,False
1686-142278-0073,baseline,0.2,0.2,16,False
1686-142278-0074,baseline,0.0,0.0,1,True
1686-142278-0075,baseline,0.0,0.0,11,True
1686-142278-0076,baseline,0.1,0.2,16,False
1686-142278-0077,baseline,0.0,0.0,1,True
1686-142278-0078,baseline,0.136364,0.090909,16,False
1686-142278-0079,baseline,0.142857,0.142857,16,False
1686-142278-0080,baseline,0.769231,0.769231,16,False
1686-142278-0081,baseline,1.0,1.0,16,False
1686-142278-0082,baseline,0.083333,0.083333,16,False
1686-142278-0083,baseline,1.0,1.0,16,False
1686-142278-0084,baseline,0.0,0.0,2,True
1686-142278-0085,baseline,0.625,0.625,16,False
1686-142278-0086,baseline,0.633333,0.633333,16,False
1686-142278-0087,baseline,0.5,0.5,16,False
1686-142278-0088,baseline,0.0,0.2,16,True
1686-142278-0089,baseline,0.0,0.0,3,True
1686-142278-0090,baseline,0.0,0.0,6,True
1686-142278-0091,baseline,0.631579,0.631579,16,False
1686-142278-0092,baseline,0.0,0.0,2,True
1686-142278-0093,baseline,0.411765,0.411765,16,False
1686-142278-0094,baseline,0.5,0.5,16,False
1686-142278-0095,baseline,0.111111,0.222222,16,False
1686-142278-0096,baseline,0.419355,0.419355,16,False
1686-142278-0097,baseline,0.15,0.15,16,False
1686-142278-0098,baseline,0.090909,0.0,4,True
4570-56594-0000,baseline,0.1,0.2,16,False
4570-56594-0001,baseline,0.066667,0.066667,16,True
4570-56594-0002,baseline,0.0,0.0,7,True
4570-56594-0003,baseline,0.0,0.0,1,True
4570-56594-0004,baseline,0.214286,0.214286,16,False
4570-56594-0005,baseline,0.0,0.05,14,True
4570-56594-0006,baseline,0.3125,0.3125,16,False
4570-56594-0007,baseline,0.0,0.0,16,True
4570-56594-0008,baseline,0.181818,0.181818,16,False
4570-56594-0009,baseline,0.038462,0.038462,6,True
4570-56594-0010,baseline,0.421053,0.421053,16,False
4570-56594-0011,baseline,0.454545,0.545455,16,False
